Numero,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Telefono,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Fecha_Donación,País
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"488.646,00",403103,22/09/2023,Venezuela
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"334.523,00",405100,22/09/2023,Brasil
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"92.066,00",405100,25/09/2023,Brasil
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,Observación SS,SA,Exento,30-33445566-7,1/4/2022,1/12/2023,NO,Semestral,"309.601,00",405100,01/10/2023,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"38.437,00",405100,01/10/2023,Argentina
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"449.104,00",405100,03/10/2023,Brasil
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"797.809,00",404100,04/10/2023,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"149.397,00",403103,04/10/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"630.203,00",405100,05/10/2023,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"366.542,00",405100,07/10/2023,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"368.134,00",404100,12/10/2023,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"130.889,00",404100,22/10/2023,Uruguay
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"185.679,00",403103,23/10/2023,Perú
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"675.277,00",405100,01/11/2023,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"675.154,00",403103,05/11/2023,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"788.229,00",405100,05/11/2023,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"121.690,00",405100,13/11/2023,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"243.430,00",403103,14/11/2023,Venezuela
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"537.160,00",405100,19/11/2023,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"760.502,00",404100,21/11/2023,Uruguay
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"265.027,00",405100,22/11/2023,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"202.733,00",403103,03/12/2023,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"596.040,00",404100,04/12/2023,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"553.331,00",405100,05/12/2023,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"667.281,00",405100,05/12/2023,Argentina
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"547.298,00",405100,09/12/2023,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"469.510,00",404100,23/12/2023,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"238.802,00",404100,28/12/2023,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"87.280,00",405100,30/12/2023,Brasil
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,-,accióncomunitaria@mail.com,(+)56 5550-9223,Observación DD,GOB,Exento,34-01712356-6,26/1/2018,,Si,Anual,"190.938,00",404100,30/12/2023,Chile
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"747.671,00",405100,01/01/2024,Chile
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"771.106,00",405100,01/01/2024,Colombia
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"73.466,00",405100,01/01/2024,Argentina
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"57.632,00",403103,01/01/2024,México
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/1/2018,,SI,Semestral,"16.927,00",403103,02/01/2024,Bolivia
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"435.348,00",403103,03/01/2024,Venezuela
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"487.746,00",405100,04/01/2024,México
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"773.286,00",403103,05/01/2024,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"663.026,00",405100,05/01/2024,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"577.317,00",404100,21/01/2024,Uruguay
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"221.969,00",405100,01/02/2024,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"35.115,00",403103,02/02/2024,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"71.381,00",405100,02/02/2024,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"64.959,00",403103,03/02/2024,Chile
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"683.505,00",404100,04/02/2024,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"334.462,00",403103,04/02/2024,Paraguay
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"90.795,00",405100,05/02/2024,Colombia
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"575.890,00",405100,05/02/2024,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"739.084,00",404100,09/02/2024,Argentina
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"626.668,00",405100,15/02/2024,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"88.336,00",403103,15/02/2024,México
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"85.785,00",405100,17/02/2024,Brasil
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"459.222,00",405100,18/02/2024,México
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"445.942,00",404100,22/02/2024,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"607.880,00",405100,01/03/2024,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"739.298,00",403103,03/03/2024,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"704.002,00",405100,05/03/2024,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"232.185,00",405100,07/03/2024,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"647.753,00",405100,08/03/2024,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"58.897,00",403103,08/03/2024,México
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"55.346,00",405100,12/03/2024,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"293.230,00",405100,14/03/2024,Argentina
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"45.976,00",403103,17/03/2024,Chile
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"43.290,00",403103,18/03/2024,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"540.812,00",403103,19/03/2024,Venezuela
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"75.887,00",405100,20/03/2024,Colombia
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"239.793,00",404100,21/03/2024,Uruguay
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"551.050,00",405100,01/04/2024,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,-,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,Observación SSA,GOB,Exento,30-33675566-8,1/1/2021,1/6/2024,NO,Trimestral,"115.458,00",405100,01/04/2024,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"627.181,00",404100,04/04/2024,Brasil
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"149.833,00",405100,04/04/2024,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"539.067,00",403103,05/04/2024,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"776.587,00",405100,05/04/2024,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"60.901,00",403103,07/04/2024,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"173.308,00",403103,08/04/2024,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"97.534,00",405100,08/04/2024,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"66.576,00",405100,08/04/2024,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"568.883,00",405100,09/04/2024,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"578.868,00",404100,18/04/2024,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"351.798,00",405100,22/04/2024,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"571.778,00",405100,22/04/2024,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"33.079,00",403103,22/04/2024,México
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"340.346,00",404100,23/04/2024,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"668.347,00",405100,01/05/2024,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"159.307,00",403103,03/05/2024,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"700.318,00",405100,05/05/2024,Argentina
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"546.208,00",405100,10/05/2024,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"783.804,00",405100,10/05/2024,Colombia
D00142,Bebidas S.A,Campaña,Contacto GHY,-,bebidassa@mail.com,(+)52 55 1234 4324,Observación QQ,S.A,Responsable Inscripto,34-38765566-0,1/1/2024,30/5/2024,NO,Mensual,"24.515,00",403103,10/05/2024,México
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"515.890,00",403103,12/05/2024,Venezuela
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"700.290,00",405100,15/05/2024,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"178.456,00",404100,21/05/2024,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"86.746,00",405100,22/05/2024,Brasil
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"470.187,00",405100,22/05/2024,Argentina
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"225.900,00",403103,23/05/2024,Chile
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"92.342,00",403103,24/05/2024,Brasil
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"117.968,00",405100,25/05/2024,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"83.697,00",405100,25/05/2024,México
D00116,Universidad del Sur,Empresa,Contacto V,-,universidadds@mail.com,(+)51 5550-9220,Observación O,S.A,Responsable Inscripto,29-38793456-3,23/12/2018,,SI,Anual,"43.675,00",403103,1/6/2024,Perú
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"659.415,00",404100,04/06/2024,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"152.701,00",403103,05/06/2024,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"782.687,00",405100,05/06/2024,Argentina
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"347.778,00",405100,07/06/2024,Argentina
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"565.167,00",405100,08/06/2024,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"17.892,00",403103,10/06/2024,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"40.499,00",405100,10/06/2024,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"244.932,00",403103,12/06/2024,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"359.060,00",405100,12/06/2024,Colombia
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"481.653,00",404100,22/06/2024,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"224.200,00",404100,22/06/2024,Uruguay
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"584.457,00",405100,26/06/2024,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"578.491,00",405100,30/06/2024,Colombia
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,(+)56 9 7654 3210,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"761.671,00",405100,01/07/2024,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"430.624,00",403103,04/07/2024,Paraguay
